0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0,1.00E+11,82010,R,Other,Other,0,5.375,5.375,55000,0,53552.78,240,82009,102009,11,229,229,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,92010,R,Other,Other,0,5.375,5.375,55000,0,53281.91,240,82009,102009,12,228,227,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,102010,R,Other,Other,0,5.375,5.375,55000,0,53281.91,240,82009,102009,13,227,227,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,112010,R,Other,Other,0,5.375,5.375,55000,0,53145.57,240,82009,102009,14,226,226,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,122010,R,Other,Other,0,5.375,5.375,55000,0,52871.05,240,82009,102009,15,225,224,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,12011,R,Other,Other,0,5.375,5.375,55000,0,52871.05,240,82009,102009,16,224,224,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,22011,R,Other,Other,0,5.375,5.375,55000,0,52732.87,240,82009,102009,17,223,223,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,32011,R,Other,Other,0,5.375,5.375,55000,0,52594.07,240,82009,102009,18,222,222,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,42011,R,Other,Other,0,5.375,5.375,55000,0,52314.6,240,82009,102009,19,221,220,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,52011,R,Other,Other,0,5.375,5.375,55000,0,52314.6,240,82009,102009,20,220,220,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,62011,R,Other,Other,0,5.375,5.375,55000,0,52032.62,240,82009,102009,21,219,218,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,72011,R,Other,Other,0,5.375,5.375,55000,0,52032.62,240,82009,102009,22,218,218,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,82011,R,Other,Other,0,5.375,5.375,55000,0,51890.69,240,82009,102009,23,217,217,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,92011,R,Other,Other,0,5.375,5.375,55000,0,51604.9,240,82009,102009,24,216,215,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,102011,R,Other,Other,0,5.375,5.375,55000,0,51604.9,240,82009,102009,25,215,215,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,112011,R,Other,Other,0,5.375,5.375,55000,0,51461.05,240,82009,102009,26,214,214,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,122011,R,Other,Other,0,5.375,5.375,55000,0,51171.41,240,82009,102009,27,213,212,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,12012,R,Other,Other,0,5.375,5.375,55000,0,51171.41,240,82009,102009,28,212,212,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,22012,R,Other,Other,0,5.375,5.375,55000,0,51025.61,240,82009,102009,29,211,211,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,32012,R,Other,Other,0,5.375,5.375,55000,0,50732.06,240,82009,102009,30,210,209,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,42012,R,Other,Other,0,5.375,5.375,55000,0,50732.06,240,82009,102009,31,209,209,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,52012,R,Other,Other,0,5.375,5.375,55000,0,50584.3,240,82009,102009,32,208,208,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,62012,R,Other,Other,0,5.375,5.375,55000,0,50286.78,240,82009,102009,33,207,206,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,72012,R,Other,Other,0,5.375,5.375,55000,0,50286.78,240,82009,102009,34,206,206,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,82012,R,Other,Other,0,5.375,5.375,55000,0,49986.6,240,82009,102009,35,205,204,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,92012,R,Other,Other,0,5.375,5.375,55000,0,49986.6,240,82009,102009,36,204,204,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,102012,R,Other,Other,0,5.375,5.375,55000,0,49835.5,240,82009,102009,37,203,203,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,112012,R,Other,Other,0,5.375,5.375,55000,0,49531.26,240,82009,102009,38,202,201,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,122012,R,Other,Other,0,5.375,5.375,55000,0,49531.26,240,82009,102009,39,201,201,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,12013,R,Other,Other,0,5.375,5.375,55000,0,49378.12,240,82009,102009,40,200,200,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,22013,R,Other,Other,0,5.375,5.375,55000,0,49224.29,240,82009,102009,41,199,199,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,32013,R,Other,Other,0,5.375,5.375,55000,0,49069.78,240,82009,102009,42,198,198,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,42013,R,Other,Other,0,5.375,5.375,55000,0,48914.57,240,82009,102009,43,197,197,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,52013,R,Other,Other,0,5.375,5.375,55000,0,48758.66,240,82009,102009,44,196,196,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,62013,R,Other,Other,0,5.375,5.375,55000,0,48602.06,240,82009,102009,45,195,195,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,72013,R,Other,Other,0,5.375,5.375,55000,0,48444.76,240,82009,102009,46,194,194,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,82013,R,Other,Other,0,5.375,5.375,55000,0,48128.04,240,82009,102009,47,193,192,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,92013,R,Other,Other,0,5.375,5.375,55000,0,48128.04,240,82009,102009,48,192,192,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,102013,R,Other,Other,0,5.375,5.375,55000,0,47968.61,240,82009,102009,49,191,191,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,112013,R,Other,Other,0,5.375,5.375,55000,0,47647.61,240,82009,102009,50,190,189,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,122013,R,Other,Other,0,5.375,5.375,55000,0,47486.03,240,82009,102009,51,189,188,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,12014,R,Other,Other,0,5.375,5.375,55000,0,47323.73,240,82009,102009,52,188,187,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,22014,R,Other,Other,0,5.375,5.375,55000,0,47323.73,240,82009,102009,53,187,187,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,32014,R,Other,Other,0,5.375,5.375,55000,0,47160.7,240,82009,102009,54,186,186,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,42014,R,Other,Other,0,5.375,5.375,55000,0,46996.94,240,82009,102009,55,185,185,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
0,1.00E+11,52014,R,Other,Other,0,5.375,5.375,55000,0,46832.45,240,82009,102009,56,184,184,92029,55,55,1,36,714,0,N,C,SF,1,P,OH,17140,452,0,FRM,N,N,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,N,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0
